League_Name,Team,Scored,1st half,2nd half,Avg. minute
South Korea - K League 1,Gimcheon Sangmu,27,44.4%,55.6%,54
South Korea - K League 1,Pohang Steelers,26,34.6%,65.4%,55
South Korea - K League 1,Ulsan,25,36.0%,64.0%,55
South Korea - K League 1,Anyang,24,37.5%,62.5%,55
South Korea - K League 1,Seoul,23,34.8%,65.2%,57
South Korea - K League 1,Gwangju,22,50.0%,50.0%,50
South Korea - K League 1,Daegu,22,27.3%,72.7%,62
South Korea - K League 1,Jeju Utd,21,33.3%,66.7%,54
South Korea - K League 1,Gangwon,20,40.0%,60.0%,57
South Korea - K League 1,Suwon City,19,42.1%,57.9%,56
South Korea - K League 2,Suwon Bluewings,41,46.3%,53.7%,51
South Korea - K League 2,Incheon Utd,38,42.1%,57.9%,52
South Korea - K League 2,Seoul E-Land,32,50.0%,50.0%,47
South Korea - K League 2,Bucheon FC,31,45.2%,54.8%,54
South Korea - K League 2,Jeonnam,28,46.4%,53.6%,51
South Korea - K League 2,Busan IPark,26,53.8%,46.2%,48
South Korea - K League 2,Asan,25,56.0%,44.0%,47
South Korea - K League 2,Cheongju,22,50.0%,50.0%,49
South Korea - K League 2,Gimpo,21,38.1%,61.9%,54
South Korea - K League 2,Hwaseong,20,40.0%,60.0%,50
South Korea - K League 2,Gyeongnam,18,33.3%,66.7%,57
South Korea - K League 2,Cheonan City,16,37.5%,62.5%,59
South Korea - K League 2,Seongnam,15,46.7%,53.3%,51
South Korea - K League 2,Ansan Greeners,14,28.6%,71.4%,59
Spain - La Liga,FC Barcelona,102,45.1%,54.9%,50
Spain - La Liga,Real Madrid,78,44.9%,55.1%,51
Spain - La Liga,Villarreal,71,53.5%,46.5%,48
Spain - La Liga,Atletico Madrid,68,39.7%,60.3%,57
Spain - La Liga,Celta Vigo,59,42.4%,57.6%,54
Spain - La Liga,Real Betis,57,43.9%,56.1%,51
Spain - La Liga,Athletic Bilbao,54,44.4%,55.6%,53
Spain - La Liga,Osasuna,48,47.9%,52.1%,49
Spain - La Liga,Valencia,44,47.7%,52.3%,47
Spain - La Liga,Girona,44,43.2%,56.8%,52
Spain - La Liga,Sevilla FC,42,47.6%,52.4%,51
Spain - La Liga,Rayo Vallecano,41,48.8%,51.2%,46
Spain - La Liga,Las Palmas,40,27.5%,72.5%,59
Spain - La Liga,Espanyol,40,37.5%,62.5%,53
Spain - La Liga,Leganes,39,56.4%,43.6%,47
Spain - La Liga,Alaves,38,42.1%,57.9%,49
Spain - La Liga,Real Sociedad,35,45.7%,54.3%,50
Spain - La Liga,Mallorca,35,40.0%,60.0%,51
Spain - La Liga,Getafe,34,35.3%,64.7%,56
Spain - La Liga,Valladolid,26,34.6%,65.4%,51
Spain - La Liga 2,Almeria,72,37.5%,62.5%,52
Spain - La Liga 2,Levante,69,40.6%,59.4%,55
Spain - La Liga 2,Granada,65,43.1%,56.9%,52
Spain - La Liga 2,Castellon,65,47.7%,52.3%,48
Spain - La Liga 2,Racing,65,44.6%,55.4%,51
Spain - La Liga 2,Cordoba,59,37.3%,62.7%,56
Spain - La Liga 2,Elche,59,45.8%,54.2%,53
Spain - La Liga 2,Mirandes,59,40.7%,59.3%,53
Spain - La Liga 2,Huesca,58,37.9%,62.1%,56
Spain - La Liga 2,Albacete,57,49.1%,50.9%,50
Spain - La Liga 2,Sporting Gijon,57,40.4%,59.6%,56
Spain - La Liga 2,Deportivo,56,37.5%,62.5%,53
Spain - La Liga 2,Real Oviedo,56,41.1%,58.9%,55
Spain - La Liga 2,Real Zaragoza,56,30.4%,69.6%,59
Spain - La Liga 2,Cadiz,55,49.1%,50.9%,52
Spain - La Liga 2,Eibar,44,52.3%,47.7%,43
Spain - La Liga 2,Eldense,44,40.9%,59.1%,52
Spain - La Liga 2,Malaga,42,38.1%,61.9%,55
Spain - La Liga 2,Burgos,41,41.5%,58.5%,57
Spain - La Liga 2,Tenerife,35,40.0%,60.0%,53
Spain - La Liga 2,Cartagena,33,51.5%,48.5%,45
Spain - La Liga 2,Racing Ferrol,22,40.9%,59.1%,51
Sweden - Allsvenskan,Mjallby,31,58.1%,41.9%,45
Sweden - Allsvenskan,Hammarby,28,39.3%,60.7%,56
Sweden - Allsvenskan,Elfsborg,27,44.4%,55.6%,48
Sweden - Allsvenskan,AIK,24,37.5%,62.5%,57
Sweden - Allsvenskan,Hacken,24,33.3%,66.7%,60
Sweden - Allsvenskan,Malmo FF,23,52.2%,47.8%,46
Sweden - Allsvenskan,Norrkoping,22,45.5%,54.5%,49
Sweden - Allsvenskan,GAIS,21,42.9%,57.1%,50
Sweden - Allsvenskan,Sirius,21,47.6%,52.4%,46
Sweden - Allsvenskan,IFK Goteborg,20,55.0%,45.0%,50
Sweden - Allsvenskan,Brommapojkarna,19,26.3%,73.7%,56
Sweden - Allsvenskan,Degerfors,18,27.8%,72.2%,57
Sweden - Allsvenskan,Djurgarden,14,57.1%,42.9%,42
Sweden - Allsvenskan,Halmstad,14,57.1%,42.9%,45
Sweden - Allsvenskan,Varnamo,12,16.7%,83.3%,62
Sweden - Allsvenskan,Oster,12,33.3%,66.7%,59
Sweden - Superettan,Orgryte,31,41.9%,58.1%,51
Sweden - Superettan,Utsikten,25,44.0%,56.0%,55
Sweden - Superettan,Kalmar,25,56.0%,44.0%,44
Sweden - Superettan,Varberg BoIS,24,54.2%,45.8%,42
Sweden - Superettan,Falkenberg,24,50.0%,50.0%,46
Sweden - Superettan,Landskrona,23,21.7%,78.3%,60
Sweden - Superettan,Oddevold,22,36.4%,63.6%,50
Sweden - Superettan,Vasteras,21,52.4%,47.6%,47
Sweden - Superettan,Brage,19,31.6%,68.4%,59
Sweden - Superettan,Helsingborg,19,47.4%,52.6%,48
Sweden - Superettan,Sandviken,18,44.4%,55.6%,52
Sweden - Superettan,Ostersunds,17,47.1%,52.9%,50
Sweden - Superettan,GIF Sundsvall,17,35.3%,64.7%,59
Sweden - Superettan,Orebro,14,64.3%,35.7%,35
Sweden - Superettan,Umea,10,50.0%,50.0%,59
Sweden - Superettan,Trelleborg,9,44.4%,55.6%,47
Sweden - Sodra,Ljungskile,42,52.4%,47.6%,48
Sweden - Sodra,Angelholm,30,43.3%,56.7%,42
Sweden - Sodra,Lund,25,44.0%,56.0%,53
Sweden - Sodra,Skovde AIK,25,28.0%,72.0%,59
Sweden - Sodra,Torslanda,25,56.0%,44.0%,46
Sweden - Sodra,Norrby,24,33.3%,66.7%,54
Sweden - Sodra,Trollhattan,24,41.7%,58.3%,51
Sweden - Sodra,Ariana,23,34.8%,65.2%,56
Sweden - Sodra,Jonkopings,21,38.1%,61.9%,53
Sweden - Sodra,Hassleholms IF,20,60.0%,40.0%,47
Sweden - Sodra,Rosengard,18,38.9%,61.1%,50
Sweden - Sodra,Olympic,18,44.4%,55.6%,50
Sweden - Sodra,Husqvarna,18,33.3%,66.7%,57
Sweden - Sodra,IFK Skovde,17,52.9%,47.1%,51
Sweden - Sodra,Eskilsminne,16,37.5%,62.5%,58
Sweden - Sodra,Oskarshamns,14,50.0%,50.0%,53
Thailand - Thai League 1,Buriram Utd,92,37.0%,63.0%,55
Thailand - Thai League 1,Ratchaburi,65,53.8%,46.2%,46
Thailand - Thai League 1,Bangkok Utd,63,49.2%,50.8%,51
Thailand - Thai League 1,Port FC,52,36.5%,63.5%,55
Thailand - Thai League 1,Prachuap,49,40.8%,59.2%,53
Thailand - Thai League 1,Sukhothai,47,40.4%,59.6%,54
Thailand - Thai League 1,Pathum Utd,47,48.9%,51.1%,51
Thailand - Thai League 1,Muang Thong Utd,46,39.1%,60.9%,55
Thailand - Thai League 1,Rayong,41,43.9%,56.1%,52
Thailand - Thai League 1,N. Bua Pitchaya,37,48.6%,51.4%,51
Thailand - Thai League 1,Uthai Thani,37,43.2%,56.8%,55
Thailand - Thai League 1,Lamphun Warrior,36,52.8%,47.2%,44
Thailand - Thai League 1,N. Ratchasima,36,44.4%,55.6%,52
Thailand - Thai League 1,Chiangrai Utd,33,42.4%,57.6%,55
Thailand - Thai League 1,Nakhon Pathom,30,46.7%,53.3%,51
Thailand - Thai League 1,Khon Kaen Utd,21,52.4%,47.6%,42
Turkey - Super Lig,Fenerbahce,90,41.1%,58.9%,54
Turkey - Super Lig,Galatasaray,88,50.0%,50.0%,46
Turkey - Super Lig,Kasimpasa,62,37.1%,62.9%,54
Turkey - Super Lig,Basaksehir,60,41.7%,58.3%,54
Turkey - Super Lig,Besiktas,59,54.2%,45.8%,50
Turkey - Super Lig,Goztepe,59,50.8%,49.2%,50
Turkey - Super Lig,Trabzonspor,58,43.1%,56.9%,50
Turkey - Super Lig,Samsunspor,55,38.2%,61.8%,52
Turkey - Super Lig,Rizespor,52,32.7%,67.3%,58
Turkey - Super Lig,Eyupspor,52,48.1%,51.9%,47
Turkey - Super Lig,Hatayspor,47,59.6%,40.4%,42
Turkey - Super Lig,Kayserispor,45,40.0%,60.0%,48
Turkey - Super Lig,Konyaspor,45,44.4%,55.6%,51
Turkey - Super Lig,Gaziantep,45,44.4%,55.6%,53
Turkey - Super Lig,Sivasspor,44,36.4%,63.6%,53
Turkey - Super Lig,Alanyaspor,43,53.5%,46.5%,46
Turkey - Super Lig,Antalyaspor,37,43.2%,56.8%,56
Turkey - Super Lig,Adana Demirspor,34,50.0%,50.0%,52
Turkey - Super Lig,Bodrumspor,26,46.2%,53.8%,50
UAE - Pro League,Shabab Al Ahli,57,40.4%,59.6%,56
UAE - Pro League,Al Ain,56,48.2%,51.8%,49
UAE - Pro League,Al Wasl,51,51.0%,49.0%,48
UAE - Pro League,Al Wahda,51,54.9%,45.1%,51
UAE - Pro League,Al Nasr,45,40.0%,60.0%,55
UAE - Pro League,Al Jazira,45,60.0%,40.0%,41
UAE - Pro League,Al Sharjah,44,36.4%,63.6%,58
UAE - Pro League,Khorfakkan,41,43.9%,56.1%,48
UAE - Pro League,Ajman,40,30.0%,70.0%,61
UAE - Pro League,Ittihad Kalba,39,41.0%,59.0%,52
UAE - Pro League,Bani Yas,30,53.3%,46.7%,42
UAE - Pro League,Al Bataeh,30,53.3%,46.7%,48
UAE - Pro League,Dibba Al Hisn,29,44.8%,55.2%,55
UAE - Pro League,Al Urooba,24,33.3%,66.7%,62
Ukraine - Premier League,Shakhtar,69,39.1%,60.9%,52
Ukraine - Premier League,Dynamo Kyiv,61,55.7%,44.3%,45
Ukraine - Premier League,Oleksandria,46,58.7%,41.3%,45
Ukraine - Premier League,Karpaty Lviv,42,52.4%,47.6%,47
Ukraine - Premier League,Polessya,38,44.7%,55.3%,51
Ukraine - Premier League,Zorya Luhansk,34,44.1%,55.9%,48
Ukraine - Premier League,Kryvbas KR,34,44.1%,55.9%,52
Ukraine - Premier League,Veres,33,45.5%,54.5%,47
Ukraine - Premier League,Rukh Lviv,30,30.0%,70.0%,55
Ukraine - Premier League,Kolos Kovalivka,27,44.4%,55.6%,48
Ukraine - Premier League,LNZ Cherkasy,25,28.0%,72.0%,58
Ukraine - Premier League,Vorskla Poltava,24,29.2%,70.8%,60
Ukraine - Premier League,Inhulets,21,71.4%,28.6%,42
Ukraine - Premier League,Chornomorets,20,40.0%,60.0%,57
Ukraine - Premier League,Obolon,19,36.8%,63.2%,51
Ukraine - Premier League,Livyi Bereh,18,38.9%,61.1%,53
USA - MLS,San Diego,46,45.7%,54.3%,55
USA - MLS,Inter Miami,44,54.5%,45.5%,45
USA - MLS,SJ Earthquakes,42,45.2%,54.8%,54
USA - MLS,Chicago Fire,40,55.0%,45.0%,48
USA - MLS,Orlando City,40,55.0%,45.0%,46
USA - MLS,Minnesota Utd,39,53.8%,46.2%,46
USA - MLS,Columbus Crew,38,55.3%,44.7%,45
USA - MLS,Nashville SC,38,44.7%,55.3%,49
USA - MLS,Philadelphia,37,40.5%,59.5%,51
USA - MLS,Charlotte,36,41.7%,58.3%,51
USA - MLS,Sporting KC,35,34.3%,65.7%,56
USA - MLS,Cincinnati,35,48.6%,51.4%,49
USA - MLS,Los Angeles FC,35,42.9%,57.1%,55
USA - MLS,Vancouver,35,48.6%,51.4%,47
USA - MLS,New York RB,33,60.6%,39.4%,44
USA - MLS,Seattle,31,48.4%,51.6%,50
USA - MLS,Portland,31,41.9%,58.1%,49
USA - MLS,Houston Dynamo,29,41.4%,58.6%,55
USA - MLS,Dallas,27,33.3%,66.7%,56
USA - MLS,Colorado Rapids,27,51.9%,48.1%,48
USA - MLS,New York City,27,25.9%,74.1%,53
USA - MLS,New England,26,50.0%,50.0%,51
USA - MLS,LA Galaxy,24,45.8%,54.2%,49
USA - MLS,Toronto,24,33.3%,66.7%,53
USA - MLS,Atlanta Utd,23,34.8%,65.2%,58
USA - MLS,St. Louis City,23,43.5%,56.5%,53
USA - MLS,Real Salt Lake,23,69.6%,30.4%,37
USA - MLS,CF Montreal,19,42.1%,57.9%,48
USA - MLS,DC United,18,61.1%,38.9%,46
USA - MLS,Austin,15,46.7%,53.3%,45
USL Championship,Charleston,35,57.1%,42.9%,43
USL Championship,Louisville City,29,44.8%,55.2%,49
USL Championship,Loudoun Utd,26,46.2%,53.8%,52
USL Championship,Phoenix Rising,26,42.3%,57.7%,52
USL Championship,El Paso,24,58.3%,41.7%,42
USL Championship,Indy Eleven,24,58.3%,41.7%,45
USL Championship,San Antonio,23,39.1%,60.9%,51
USL Championship,New Mexico,22,36.4%,63.6%,56
USL Championship,Sacramento R.,22,36.4%,63.6%,55
USL Championship,North Carolina,21,52.4%,47.6%,56
USL Championship,FC Tulsa,21,52.4%,47.6%,51
USL Championship,Detroit City,20,55.0%,45.0%,46
USL Championship,Birmingham L.,19,36.8%,63.2%,56
USL Championship,Orange County,18,38.9%,61.1%,52
USL Championship,Colorado S.,18,50.0%,50.0%,49
USL Championship,Monterey Bay,18,33.3%,66.7%,53
USL Championship,Lexington,17,52.9%,47.1%,44
USL Championship,Oakland Roots,17,47.1%,52.9%,51
USL Championship,Miami FC,16,68.8%,31.3%,36
USL Championship,Tampa Bay,16,31.3%,68.8%,63
USL Championship,Hartford A.,15,60.0%,40.0%,42
USL Championship,Pittsburgh,14,50.0%,50.0%,49
USL Championship,Rhode Island,14,71.4%,28.6%,46
USL Championship,Las Vegas L.,13,30.8%,69.2%,59
USA - USL League One,Alta,25,48.0%,52.0%,52
USA - USL League One,Richmond K.,24,58.3%,41.7%,42
USA - USL League One,Charlotte I.,23,30.4%,69.6%,58
USA - USL League One,Spokane V.,22,50.0%,50.0%,46
USA - USL League One,Naples,21,61.9%,38.1%,41
USA - USL League One,Westchester SC,20,70.0%,30.0%,35
USA - USL League One,Texoma,19,47.4%,52.6%,52
USA - USL League One,Chattanooga RW,19,47.4%,52.6%,50
USA - USL League One,Tormenta,18,55.6%,44.4%,45
USA - USL League One,Greenville,18,55.6%,44.4%,49
USA - USL League One,Union Omaha,16,50.0%,50.0%,49
USA - USL League One,One Knoxville,15,46.7%,53.3%,51
USA - USL League One,Portland Hearts,14,50.0%,50.0%,53
USA - USL League One,Forward Madison,12,41.7%,58.3%,48
Venezuela - Primera Division - Apertura,D. La Guaira,20,50.0%,50.0%,51
Venezuela - Primera Division - Apertura,D. Tachira,19,57.9%,42.1%,41
Venezuela - Primera Division - Apertura,Monagas,17,41.2%,58.8%,52
Venezuela - Primera Division - Apertura,Metropolitanos,17,52.9%,47.1%,47
Venezuela - Primera Division - Apertura,A. Anzoategui,17,41.2%,58.8%,54
Venezuela - Primera Division - Apertura,UCV,15,46.7%,53.3%,47
Venezuela - Primera Division - Apertura,E. Merida,15,33.3%,66.7%,58
Venezuela - Primera Division - Apertura,Puerto Cabello,14,57.1%,42.9%,49
Venezuela - Primera Division - Apertura,Portuguesa,14,42.9%,57.1%,52
Venezuela - Primera Division - Apertura,Rayo Zuliano,13,69.2%,30.8%,45
Venezuela - Primera Division - Apertura,Carabobo,13,46.2%,53.8%,51
Venezuela - Primera Division - Apertura,Yaracuyanos,12,41.7%,58.3%,50
Venezuela - Primera Division - Apertura,Caracas,12,66.7%,33.3%,40
Venezuela - Primera Division - Apertura,Zamora,10,70.0%,30.0%,34
